region_code,region
37441,
77549,The Warren
20958,Robeston Wathen
84883,
35265,
37909,
41574,
12979,Holytown
6687,
96198,
79347,Friskney Eaudyke
33814,
90975,Staverton Technology Park
9666,
38246,
10359,Fritton
54045,
8896,
83115,Weatherhill
67278,Street Houses
95561,
1805,
83779,Uphall Stn
39410,
32647,
6559,
8577,
65624,Girdstingwood
24698,Tonteg
20214,Poundsgate
93976,
86637,Holm Mains
84359,Carlton Grange
37667,
1211,Sittingbourne
1605,Abocurragh
37439,
43521,
9555,
39906,
36755,
25463,Upper Mayfield
89067,Chetwynd Firs
14930,Letcombe Regis
79757,Watling
46338,
85282,Clapham
80015,Anagach
32077,
97754,
99238,
85190,Ryall
50007,
87896,Gola
37444,
96794,
31512,
24966,Trencreek
94224,
36004,
26918,Wighill Park
98680,
17757,Mullaghree
72914,Yondertown
44385,
12660,Higher Stubbin
98812,
7889,
97644,
34516,
8120,
11004,Gortnacally
16534,Madderty
91301,Tunley
84869,Thornend
62024,Coldingham Industrial Estate
41468,
85260,
26689,Whiston
12481,Heybridge Basin
1925,
96180,
67912,Flawcraig
76963,Deer Park
35056,
32423,
92554,
82830,Coal Street
74388,The Point
65753,Broomhill Industrial Estate
30294,
47947,
92705,Hengistbury Head
148,
43548,
23153,Stanwell
69015,Knowlehill
97556,
92563,
27904,
79336,Mill Hill
47348,
21632,Scone
62556,Coed-Talon Banks
56309,
81282,Biggins
78380,Highfield
18549,North Leigh
44527,
83925,Little London
5677,Carrickbeg
72157,Heaton Norris
715,Isleworth
94024,
59717,
31197,
90559,Pentwyn
66153,Medlock
9284,
44348,
6995,
25360,Up Marden
62707,Sheffield
86877,Granton
16827,Marston Gate
95919,
33970,
42751,
10888,Godiva Trading Estate
97571,
82827,Thorndon Hill
84997,Stradbrook
8847,
26659,Wheyrigg
26587,Weymouth
78470,Newchurch In Pendle
30225,
49106,
85782,Whitehall
45671,
62742,Whitehall
88855,Cornacreeve
84856,Cepen Park North
84663,Upper Wortley
42788,
67788,Langhaugh
30394,
47521,
54999,
12014,Harvington
71596,Spital
21922,Shell
14677,Larkhill
9467,
50659,
57677,
27393,Woodside
29221,
42197,
17452,Monkland Common
49172,
76720,Red Hill
36025,
43514,
63263,Plumpton Foot
89910,Leighan
16716,Marchington
66856,Ridgewell Way
75887,Clay Tye
12621,Higher Carnkie
55113,
18962,Old Somerby
32567,
48592,
56614,
56194,
11901,Harford
63583,Collaton St. Mary
52181,
97775,
34726,
94293,
84638,Monkswood
44866,
67220,Witham
4233,Brabourne Lees
25041,Trewalder
83360,Montagu Estate
52792,
75332,
81156,Sandhills Estate
51179,
63813,Newton
79286,Frog Island
74690,Lodbourne
40809,
80947,Leyfields
53153,
89086,Churnetside Business Park
84725,Pontefract Park
97884,
64915,Bevois Town
50854,
11928,Harlthorpe
81194,Damside
52058,
26646,Wheelton
17721,Muchelney
98255,
16921,Mawbray
71739,Berghers Hill
12452,Hessay
49603,
32382,
96822,Bish Mill
68470,Town Moor
64260,Bardfield End Green
76176,Rooksmoor
82194,Llys-Faen
8836,
61625,Golf View
37214,
67395,Quorn Way Industrial Est
25108,Trumpet
53366,
43484,
58336,
36883,
46531,
47775,
91859,
60746,
10497,Gardrum
63836,Esgair
36214,
6729,
32754,
4455,Breakish
94324,BH
49798,
42748,
31005,
73541,Lower Glenrone
67723,Rockwell End
9489,
69420,Glendevon
96093,
52293,
94343,Wingfield
22647,Southmead
58230,
10815,Glengolly
86037,Foreland
48899,
49109,
69987,Middle Gate
4264,Bradfield
74078,Hardgatewall
34083,
69000,Woodhurst Park
17942,Nedderton Village
60554,
73444,Rathcrane
98113,
7875,
16682,Manston
96495,
26325,West Park
77227,Leasey Bridge
8205,
86471,Little Birch Holt
421,Dewsbury
55351,
90761,Rossmore
21755,Seifton Batch
76284,Tal-Y-Waun
74180,Mornington Rise
63431,Bulmoor
99932,
94242,
69621,Aldersley
92711,
7640,Crulivig
65138,Port Hill
57367,
92792,
52301,
83457,Holburn
87138,Florence
32293,
38657,
4657,Broad Hinton
37039,
95769,Argyll and Bute
90726,Ronaldsway
70631,Winckley
99509,
10238,Foveran
92494,
28188,
45188,
64520,Hasbury
69505,Pickford
94234,
63711,Fleetsbridge Business Centre
91477,Whitrigg
5065,Bunwell
51159,
7495,
67380,Bunting Road Industrial Est
229,
94223,Bear Flat
6085,
39920,
64533,Watermoor
63626,Brownscombe
81497,Bryngwy
36623,
12282,Heddon Mill
48361,
61091,
66724,A.K. Business Park
44976,
41661,
81562,Oakshaw
59054,
6088,
45280,
96861,Shooters Hill
44002,
41614,
14499,Ladybank
44379,
35088,
32191,
46446,
3165,Bedfield
8410,
73478,Davagh
79338,Skirbeck
13311,Huntington
63971,Hollingbury Industrial Estate
2554,Awre
42006,
90861,Shanvally
32870,
4501,Bressingham
90397,New Mill
24832,Trebarwith Strand
2552,Awbridge
16532,Macosquin
49102,
22993,St. Twynnells
71810,East Mey
61645,Leoch
29670,
75151,West Fortune
67683,Cherwell Heights
37169,
69773,Shoreham Beach
57328,
66179,
66792,The Lindens
14455,Knowle
28433,
4405,Branston Booths
43202,
62488,Sober Hall
45281,
26761,Whitemore
48905,
8593,
94469,Dundee City Centre
60659,
13196,Howden
94732,
72214,The Yeld
5069,
31103,
58564,
74476,Trecott
3846,
28249,
43386,
57331,
64073,Sutton
32380,
25097,Trottiscliffe
11802,Hanby
42114,
68224,Sunningdale
96762,
44068,
27472,Wootton Wawen
38721,
48792,
33932,
65633,Whitslade
16240,Lower Loxhore
27965,
41543,
64433,Willows Camp
35706,
1756,Airth
37825,
57702,
94022,Liverpool City Centre
88478,Dragh
57714,
42139,
34035,
93799,Cranbrook
15558,Llanfair Clydogau
84743,Southroyd Park
63395,Mickleover Common
98653,
24431,Throcking
61422,
77544,Bybrook
20574,Rathfriland
78487,Chesham Fold
35670,
54648,
52435,
34158,
94575,
22842,St. Endellion
40635,
80141,Damgate
19961,Podsmead
97033,
53270,
55787,
44823,
51164,
81496,Brynberth Ind Est
16058,Lount
72781,Connon
6845,
77546,Millbank Place
62221,Tetlow Fold
42364,
76365,Rhos Lligwy
82949,Brockley Green
11189,Great Doddington
68375,Glan-Y-Llyn Industrial Estate
90675,Redhill
22990,St. Thomas
36805,
44023,
21029,Rollesby
30596,
3825,
68888,Silverlace Green
37345,
81301,Bertha Park
9241,
43128,
37210,
81232,Denhead Easter
48556,
81268,Hosh
85800,Glan Dwyfach
50706,
42034,
56010,
98825,
18740,Notton
48576,
41201,
636,High Peak
86712,Westacres
16902,Matlock Moor
25746,Walpole
31478,
28480,
36756,
42970,
65483,Four Oaks
5422,Calstone
98219,
5120,Burmington
21146,Rothwell
71177,Temple
2648,
44644,
11338,Greendown
87574,Kilgarrow
1615,Achachork
3008,
82188,Cantwn
58078,
56975,
72145,Avondale Ind Est
44466,
59506,
51008,
21735,Sedge Fen
79615,Daviestown
35806,
81720,Wester Wooden
54512,
21837,Shallowford
84768,Potovens
26512,Weston Bampfylde
19770,Pevensey Bay
5435,Calverton
34842,
16785,Marr
66820,Croes-Faen
80183,Itteringham Common
10233,Four Pools Industrial Estate
19271,Pallington
53001,
24945,Treloquithack
56863,
11679,Hallen
4277,Bradle
73673,Business Centre
43372,
44113,
27185,Witchford
33870,
59701,
89732,Altandhu
93600,Uppingham
15760,Llawr-Y-Glyn
84945,Nythe
43067,
54161,
96328,
40757,
28065,
36065,
78687,Green End
84354,Limbrick
38324,
85985,Rocky Hill
12603,Higham Ferrers
20922,Rise
90478,Old Walls
6695,
90209,Middle Mill
29370,
88820,Coollane
7450,Crockareddy
8679,
36458,
54160,
29861,
65150,Poynders End
38114,
6393,
66760,Frankly Styles
63886,Y Tymbl
41814,
41599,
28755,
53598,
91448,Wetheral Shields
44970,
97613,
40647,
91190,Torastay
26260,West Horrington
35691,
57413,
60333,
87490,London
70682,Conway Park
10789,Glenborrodale
99857,
99768,
83419,West Heddon
20810,Rhulen
63362,Under The Hill
10768,Glemsford
42958,
46915,
21750,Segensworth West
88557,Derrycree
89523,Ballanamallard
50622,
48583,
67283,Short Wait
9407,
24726,Torpenhow
17534,Morden Park Corner
32199,
93540,Owston
15393,Littlebredy
71541,Dunsden Green
62548,Eirianallt
64634,Llanfihangel Llantarnam
50488,
93021,
3055,Battisborough Cross
31275,
64918,Central Trading Estate
72275,Yetts O'Muckhart
8937,
50151,
50896,
8823,
57495,
36659,
19550,Penkridge
55283,
26339,West Ravendale
46554,
92833,
87028,Tre-Taliesin
49032,
29020,
19351,Park Gate
58626,
30960,
34675,
18003,Netherley
34376,
13308,Huntington
54684,
77067,Warrengate Estate
57386,
27732,York Road Business Park
99379,
44203,
92243,
16308,Lower Tremar
82298,Old Mill
53025,
34970,
80513,Farndale
14883,Leighton Hall
31555,
89158,Campbellton
40662,
28010,
18103,New Luce
91704,
40446,
87762,Hillside
26484,Westlinton
30367,
15837,Lochportan
16584,Maghull
82510,Brownsfield Park
504,Faringdon
50391,
94209,
60128,
24781,Townhead
60386,
6945,
57035,
84890,Fifield
98186,
79972,Ratho Park
90125,Lunnon
68376,Glanfa Iwerydd
13843,Ketsby
31431,
10187,Forton
13134,Horton
16131,Lower Arncott
74993,Poyston Cross
40077,
32548,
76595,St. Austins
98907,
30254,
35848,
12831,Hockerton
92402,
55088,
11148,Great Bentley
49391,
10563,Garyvard
22014,Shinfield
38285,
57707,
73861,Solway Trading Estate
17740,Muirhead
16811,Marshfield
44901,
72474,Townsend
84123,Ashmore Park
37160,
19206,Owstwick
71885,Garton End
2501,Auckengill
44425,
68164,Clee View
89560,Balvoolich
93744,
58954,
1384,
40949,
45648,
88224,Eshywulligan
94950,
87704,Heathfield
72102,Dane Road Ind Est
86172,Great Moor
50038,
85893,Ifton Hill
33571,
33115,
3630,Bishopdale
81927,The Finger
53168,
85617,High Cross
17061,Mereside
74511,Mount Wise
82330,Bradgate
22599,South Thoresby
51670,
90595,Pontesford
84510,Little Bradley
37248,
13838,Kestle Mill
14848,Legaduff
76722,Wellsworth
64524,Wymans Brook
8912,
86186,Chapelbeck
21208,Rowridge
87504,Ealing
8743,
26836,Whittonstall
18871,Ogden
5606,Carloway
89846,Lacky
44859,
65760,Lenzie
68825,Pound Green
64814,Densome
74366,Vennybridge Industrial Estate
55762,
96436,
80760,Choppington Colliery
84378,Carr Syke
78265,Park Bridge
6980,
93117,
69377,Brynmelin
58549,
55258,
90244,Moher (Kinawley)
11563,Gwernaffield
3770,Blackwell
68359,Cathays Park
12907,Hollybush
62962,Kildrum
43305,
51303,
30040,
1902,
21218,Roxham
828,
77224,
10831,Gleno
28428,
68341,Palmerstown
89203,Carran More
99551,
56597,
60649,
75911,Wood Green
62335,Carrington Barn
40861,
29870,
399,
98711,
48409,
18782,Oakamoor
72778,Treworrick
65047,Catley Southfield
50774,
64407,Stone
4860,
497,
1418,
76355,Wenallt
59114,
10796,Glencoe
86767,
72415,Bowesfield
88597,Derrynure
2385,
36417,
20324,Prospidnick
13433,Iford
34551,
58357,
39638,
28303,
6320,Chorleywood
63869,Penrhiwpal
27844,
31814,
62165,Walpole Marsh
76863,The Weaven
72334,Brambles Farm
70993,Hillend
48611,
98374,
91606,
63337,Smaithwaite
57883,
77437,Osbourne House
75850,Priory Park
51975,
86062,Lundie Castle
12178,Hayesgate
80418,Northway
96719,
65515,Orchard Business Centre
64299,Eastend
72764,Trevadlock
69802,Lee Farm
69031,Brook Place
41624,
23827,Swarkestone
22864,St. Giles-On-The-Heath
6792,
41941,
68705,Powfoulis
38927,
36730,
56495,
63051,Aghnagar
49468,
71534,Dingley Hill
54236,
4521,Bridell
32736,
14906,Lennoxtown
41251,
67972,Old Neuadd
82913,Badley Green
27069,Winford
53218,
565,Gourock
13593,Islandcarragh
18525,North Glendale
46043,
89139,Cahore
44987,
1078,
82465,Orgreave
66798,Cwm Rhyd-Y-Bedd
91193,Totaig
73390,Willmount
2190,
16085,Low Gardham
93207,
59950,
36506,
8418,
809,
32310,
93394,
58827,
11688,Hallthwaites
89302,Bulthy
16140,Lower Basildon
44430,
44498,
32352,
34019,
73577,Leaghan
584,
29395,
94959,
84967,Dogridge
8926,
27128,Winterbourne
48924,
12764,Hilton
31240,
29441,
39634,
54984,
79845,Church End
76547,Segensworth Ind Est
5038,
35199,
85061,Austcliff
25092,Troqueer
58989,
84805,Broughton Mains
43216,
48746,
41477,
3512,Billingsley
87707,Heathwaen
63487,Middlecott
38529,
79152,Flax Moss
24989,Treskillard
92095,
97206,
19146,Over
17084,Meshaw
34033,
9894,
51034,
4900,
82056,Taunton Deane
75159,Greendykes
87610,Killylacky
3068,
51967,
27037,Winceby
34520,
14090,Kings Somborne
66326,Bescar Lane
36884,
26581,Wexham
22454,Soulbury
66175,Victoria
59143,
93217,
89996,Little Owston
78887,Birks
24014,Tarraby
75541,Middlewick
62612,Tolvaddon Downs
34600,
14693,Lathom
76864,Turnastone
84876,Ditteridge
60981,
32280,
99927,
23754,Sutton Grange
74825,Conheath
96532,
10961,Gore End
51948,
34149,
99849,
52094,
90139,Lynague
87010,Dirnanean Enochdhu Blairgowrie
23608,Strixton
2581,
76174,Pant Glas
11353,Greenhill
55614,
38394,
76498,South Weirs
87939,Gortoral
60761,
1510,Abbey Village
54034,
78361,Bury Ind Est
92729,
80062,Bobby Hill
79004,Brockholes
70196,Woolmere Green
97445,
81797,Linleygreen
48481,
72543,Hengoed
73165,Pennyburn
44034,
21281,Ruscombe
91741,
17184,Middleton
23268,Stewarton
55678,
61454,Powys
69231,Fulwell
40283,
81165,Grove End
91181,Tonymalloe
13897,Kilchoan
30625,
31610,
20008,Pont Rug
61488,Clwyd
92545,
70889,Cotton Of Gardyne
44435,
66192,Little Bolton
90917,Smeale
54735,
34234,
7966,
50672,
19430,Payhembury
8719,
52799,
95528,
71254,Glencairn
92670,
89250,Broadway
26662,Whickham
72977,Tregurra
43017,
19125,Ousby
10081,Flush
18477,North Broomhill
84276,Clemsfold
49222,
46222,
61009,
90081,Lower Claverham
94550,Newton With Scales
8845,
69722,Denne Park
69590,Batmans Hill
76111,Morelands Trading Estate
46997,
96968,
32925,
16130,Lower Ardelve
14940,Letterfinlay
54610,
3745,Blackpark
45588,
28050,
7928,
3619,
81962,Touches
78550,Forest Becks Bolton By Bowlands
97092,
8470,
19457,Pecket Well
82828,Daisy Green
62593,Lanow
96604,
2586,
79070,Deeplish
14667,Laphroaig
29539,
36816,
531,Fraserburgh
73274,Lisnarable
49414,
5489,
80282,Booth
16192,Lower Dimson
71777,Industrial Centre
64610,Pen-Y-Pound
29518,
45911,
54244,
12689,Highleigh
56217,
59644,
47366,
77721,Boxmend Industrial Estate
20364,Putford
42549,
19733,Perlethorpe
72924,Sparnon Moor
72315,Sandgate Industrial Estate
85169,Penny Hill
25165,Tummel Bridge
17607,Morwell
54546,
71136,Canon's Marsh
52718,
37702,
54889,
42234,
78453,Kibble Bank
23446,Stoney Cross
56972,
42266,
38753,
57748,
53467,
67296,Heslington Road
82387,Hallam Head
30427,
97464,
23771,Sutton St. Edmund
5992,
52354,
27935,
26068,Wellingley
12053,Hatch Warren
58311,
79392,Fulney
3669,
1573,Abergwynfi
17113,Micheldever
99524,
23332,Stocksbridge
36192,
41578,
89381,Braehead
20951,Roadhead
82444,Whirlow Brook
76028,Smithy Hill
48593,
79276,Sketchley Hill
4820,
4256,Braddock
98945,
77553,Curteis' Corner
59408,
32558,
66896,Greenford Park
31203,
90128,Lurganbane
6746,Coddington
39441,
17470,Monkton
71928,Broughton Heath
91562,
12174,Haydon Wick
76292,Pantycwcw
30101,
90598,Pontywaun
4457,Breamore
65537,Hereson
50450,
48067,
4883,
92010,
84366,Dowley Gap
20561,Rarnish
8208,
46608,
47718,
61388,
87662,Industrial Estate
29904,
81933,Wombridge
10283,Frampton
53061,
31189,
16225,Lower Heyford
51256,
27614,Wyke
3190,
19230,Oxton
3432,Bewsey
23567,Stratton Strawless
86790,Smithy Lane Ends
71067,Poltalloch
37669,
48266,
60812,
98632,
29876,
37000,
42265,
22051,Shirlowe
69076,High Fell
65776,Dougalston
51063,
55432,
53976,
11507,Guildtown
90960,Stamford Bridge
54770,
78000,Kevinbridge
19071,Osbaldeston
89564,Banton
5502,Canonstown
72520,Mwynbwll
83169,Sanderstead
42928,
50161,
17265,Mill Brow
47806,
41676,
41514,
81077,Wilcote Riding
50756,
3349,
42360,
25758,Walshaw
9626,
87360,Ditchampton
55446,
37814,
33910,
40860,
83867,Ulverley Green
28252,
38310,
98010,
40303,
8573,
94180,
21259,Rufford
20724,Renwick
25432,Upper Etloe
89514,Ballabeg
91262,Tully
65903,Mythop
98592,
26462,Westhampnett
82132,Palmerston Trading Estate
23397,Stoke St. Mary
25235,Twycross
29453,
71947,The Castle
43277,
78,
80,
87,
93,
94,
98,
99,
102,Barking
104,Barnard Castle
109,
583,
585,
588,
593,
594,
598,
602,Harwich
604,Hassocks
605,Hastings
608,
288,
291,
293,
300,Chalfont St. Giles
301,Chard
308,
309,
312,Chessington
314,Chester Le Street
318,
799,
801,
805,
810,
811,
812,
813,
815,
819,
820,
664,Huddersfield
666,Humbie
669,
670,Huntly
671,Hyde
677,Ilkley
681,
683,
685,
688,
176,Bo'Ness
184,
191,
197,
199,
203,Braunton
209,
211,Bridgnorth
212,Bridgwater
215,Brierley Hill
824,
826,
840,
842,
844,
850,
852,
854,
855,
857,
557,Godalming
564,Gosport
567,Grangemouth
569,
573,Great Yarmouth
576,Greenock
578,
579,
581,
582,
768,
771,Langholm
772,Langport
778,
781,
787,
790,
795,
796,
798,
887,
892,
893,
905,
913,
919,
926,
927,
928,
931,
976,
980,
981,
983,
985,
986,
989,
991,
992,
993,
859,
864,
872,
875,
878,
879,
880,
883,
884,
886,
936,
946,
947,
962,
963,
964,
968,
970,
971,
972,
496,
498,
502,Falmouth
510,Ferndale
516,Fivemiletown
518,
519,
520,Fochabers
521,Folkestone
522,Fordingbridge
425,Diss
427,Dollar
458,
463,Dymock
464,Earlston
466,East Cowes
476,Egham
480,
484,
490,
695,
700,Isle Of Gigha
701,Isle Of Harris
704,Isle Of Jura
707,Isle Of Mull
708,
709,
722,Juniper Green
725,Kelso
727,Kendal
3,Aberdare
6,Aberfeldy
8,
9,
14,Accrington
16,Achnasheen
19,
21,Alderley Edge
24,Alford
26,Alfreton
216,Brigg
217,Brighouse
218,
220,Brixham
221,Broadstairs
225,Bromley
240,Buckley
241,Bucknell
248,
249,
342,Coalville
344,Cobham
363,Corrour
364,Corsham
365,Corwen
366,Cottingham
367,Coulsdon
378,
385,
386,
387,
396,
405,Dalwhinnie
407,Dartford
410,Darwen
412,Dawlish
414,Deeside
417,Denny
419,
420,Devizes
319,
320,Chipping Campden
322,Chislehurst
323,Choppington
324,Chorley
326,Chulmleigh
327,Church Stretton
328,
333,Cleator
334,Cleator Moor
33,Altrincham
37,Amlwch
38,
53,Arundel
55,Ashbourne
57,Ashford
64,Attleborough
68,
72,Aylesbury
76,Badminton
528,
529,
535,Frodsham
543,Garve
544,Gateshead
545,Gatwick
550,Glasgow
553,Glenrothes
555,Glossop
556,Gloucester
253,Burntisland
254,Burntwood
255,Burry Port
256,Burton-On-Trent
257,Bury
270,Calne
272,Camberley
273,Camborne
280,
283,
1168,
1176,Saundersfoot
1179,
1181,
1182,
1192,
1201,
1203,Shildon
1208,
1209,
135,Bellshill
136,Belper
146,Beverley
147,Bewdley
153,Biggar
155,Billericay
156,Billingham
159,
162,Birmingham
165,Bishops Castle
110,Barrow-In-Furness
113,Barton-Upon-Humber
114,Basildon
115,Basingstoke
118,
125,Beccles
126,Beckenham
127,Beckermet
131,Bedworth
132,Beith
729,
738,
747,Kingswinford
748,
750,Kinlochleven
752,Kirkby Stephen
753,Kirkby-In-Furness
761,Knebworth
763,Knottingley
765,Kyle
616,Heanor
622,Helmsdale
637,High Wycombe
640,Hinckley
646,Holmfirth
650,Holyhead
653,Honiton
660,Horsham
662,Hounslow
663,Hove
1781,
1782,
1785,
1786,
1791,
1792,
1793,
1795,
1801,
1806,
1062,Peterculter
1065,Petersfield
1072,Plockton
1074,Polegate
1084,
1085,
1093,
1094,
1096,
1100,Princes Risborough
1808,
1814,
1817,
1819,
1828,
1838,
1839,
1841,
1844,
1848,
1851,
1852,
1853,
1855,
1856,
1859,
1860,
1863,
1870,
1883,
1379,
1386,
1387,
1389,
1397,
1401,Warlingham
1407,Waterlooville
1409,
1415,Wells
1416,Wells-Next-The-Sea
1889,
1891,
1896,
1897,
1900,
1912,
1916,
1917,
1926,
1935,
1938,
1940,
1941,
1948,
1952,
1954,
1955,
1956,
1960,
1962,
1964,
1965,
1967,
1968,
1971,
1975,
1983,
1984,
1985,
1986,
1252,St. Ives
1256,Staines
1260,Stanley
1273,Stone
1274,Stonehaven
1279,
1280,
1286,
1289,
1290,
1141,Rosewell
1142,Roslin
1148,
1149,
1150,Royston
1159,
1160,Ryton
1162,Salcombe
1163,Sale
1167,Saltburn-By-The-Sea
1568,
1570,Abergorlech
1575,Abergynolwyn
1576,Aberhafesp
1581,
1582,
1586,
1588,
1603,Abington
1604,Abington Pigotts
1291,
1296,
1306,Swindon
1326,Tenby
1330,Thame
1331,Thames Ditton
1332,Thatcham
1337,Thornton-Cleveleys
1338,
1342,Tillicoultry
1022,Oban
1032,Ossett
1035,Ottery St. Mary
1042,Pathhead
1044,Peebles
1045,Pembroke
1049,
1050,Penmaenmawr
1057,Penzance
1061,Peterborough
994,
1002,Newton-Le-Willows
1003,Newtonmore
1005,Newtownabbey
1011,North Tawton
1012,North Walsham
1013,Northallerton
1014,Northampton
1015,Northolt
1021,Oakham
1493,
1496,
1504,Abberton
1508,
1512,Abbeydale
1521,Abbots Salford
1522,Abbots Worthy
1526,Abbotskerswell
1527,Abbotsley
1530,Abbotts Ann Down
1217,Slough
1220,Solihull
1222,South Brent
1226,South Petherton
1234,Southport
1237,Southwold
1239,
1246,St. Asaph
1247,St. Austell
1250,St. Helens
1671,Adbury
1672,Adderbury
1677,Addington
1679,
1680,
1687,
1693,
1703,Adwell
1713,Agden
1717,Aghadowey
1347,Tonbridge
1348,
1356,Tredegar
1359,
1362,Tring
1367,Turriff
1371,Tywyn
1372,Uckfield
1376,Umberleigh
1377,Upminster
1102,Pudsey
1103,Pulborough
1104,Purfleet
1105,Purley
1106,Pwllheli
1113,Rayleigh
1114,Reading
1121,Retford
1128,
1134,Rochdale
1454,Wigton
1455,Willenhall
1463,Windsor
1464,Wingate
1470,Wishaw
1471,Witham
1472,Withernsea
1479,
1483,
1491,
1423,West Byfleet
1427,West Linton
1429,
1432,Westbury-On-Severn
1434,Westerham
1435,Westgate-On-Sea
1437,Weston-Super-Mare
1438,
1440,Weymouth
1446,Whitley Bay
1537,Aberarder
1538,
1540,Aberavon
1542,Aberbechan
1544,Aberbran
1548,
1551,Abercrave
1554,Abercych
1560,Aberdulais
1565,Aberffrwd
1638,
1639,
1641,Ackworth
1648,
1652,Acthorpe
1655,Acton
1657,Acton
1660,Acton Burnell
1662,Acton Hill
1666,Acton Trussell
1727,Aghatirourke
1729,
1749,
1753,Airidhantuim
1764,Aislaby
1765,Aisthorpe
1767,Akeld
1773,Albourne
1775,Albrighton
1779,
1606,Abohill
1607,Abram
1613,Acaster Malbis
1616,Achahoish
1617,Achanalt
1625,Achmore
1626,Achmore
1629,
1633,Achurch
1634,Ackenthwaite
2375,Askham Richard
2376,Askrigg
2380,
2381,
2382,
2384,
2387,
2388,
2389,
2390,
1991,
1996,
2004,Ancroft
2006,Anderby
2007,Anderby Creek
2008,
2012,Andover Down
2019,
2023,Anick
2024,Anlaby
2156,Ardwick
2158,
2162,Argoed Mill
2164,Arivegaig
2170,Arkle Town
2171,Arkleby
2183,
2186,
2188,
2191,
2790,
2793,
2794,
2797,
2801,
2804,
2808,
2809,
2817,
2825,
2279,
2286,
2291,
2294,
2297,
2303,Ashington
2304,Ashington End
2313,Ashley
2314,Ashley
2319,
2830,
2833,
2834,
2836,
2841,
2844,
2849,
2851,
2852,
2858,
2860,
2861,
2866,
2867,
2868,
2869,
2871,
2872,
2874,
2881,
2193,
2194,
2195,
2205,Arnold
2215,Arreton
2226,Asby
2231,Ascott-Under-Wychwood
2237,Asgarby
2239,
2240,Ash
2883,
2884,
2887,
2888,
2893,
2894,
2911,
2912,
2917,
2924,
2927,
2940,
2944,
2953,
2955,
2962,
2968,
2971,
2972,
2981,
2480,
2492,
2493,
2496,
2498,
2505,Audleby
2508,
2513,Aughlish
2515,Aughton
2517,Aughton
2066,Apley
2068,
2071,Appersett
2077,Appledram
2084,
2102,Ardallie
2105,Ardchattan
2107,Arddleen
2117,Ardfern
2124,Ardington
2669,
2674,Balblair
2677,Balcurvie
2682,
2685,
2686,
2689,
2692,
2697,
2702,Balgavies
2392,
2393,
2394,
2396,
2399,
2404,Astmoor Bridge
2405,Astmoor Industrial Estate
2410,Aston
2411,Aston
2415,Aston
2025,Anlaby Common
2028,
2030,Annalong
2041,Annswell
2051,Ansty
2052,Ansty
2053,Ansty
2057,Antony
2060,Antrobus
2065,Apley
2126,Ardivachair
2127,Ardkeen
2131,Ardlui
2133,Ardmaddy
2134,Ardmair
2141,Ardoe
2142,Ardpatrick
2143,Ardrishaig
2148,
2151,Ardvannie
2551,Avonwick
2556,Axford
2564,Aycliffe Industrial Park
2566,Aylburton
2572,Aylmerton
2578,
2584,
2588,
2590,
2594,
2596,
2606,Baclaw
2609,
2615,Baddeley Green
2619,
2622,Badgers Dene
2624,Badgeworth
2629,
2631,Badsey
2632,Badshot Lea
2451,Atch Lench
2453,Athelhampton
2458,
2459,
2462,Atlow
2463,Atterbury
2466,Atterton
2468,
2470,Attlebridge
2473,Aubourn
2243,Ash
2244,Ash Bank
2252,Ash Vale
2253,Ashampstead
2258,
2267,Ashby Folville
2268,
2272,Ashby St. Mary
2274,Ashby-Cum-Fenby
2277,Ashcott
3178,
3181,
3182,
3188,
3194,
3198,
3199,
3208,
3212,Beeston Saint Lawrence
3214,Beetham
2331,Ashperton
2335,Ashton
2336,Ashton
2337,Ashton
2339,
2340,Ashton
2341,Ashton
2342,Ashton
2344,Ashton Gate
2348,
2350,Ashurst
2352,Ashurst
2354,Ashwater
2357,Ashwell
2359,
2361,Ashwicke
2365,Ashworth
2366,Aske
2368,
2374,Askham Bryan
2984,
2985,
2989,
2991,
2994,
2998,
2999,
3004,Barton St. David
3006,Barton Turf
3010,Barton-Le-Clay
2418,
2423,Aston By Doxey
2427,Aston Cross
2428,
2431,Aston Ingham
2433,Aston Le Walls
2435,Aston Munslow
2443,Aston-On-Clun
2444,Aston-On-Trent
2450,Aswardby
2748,
2749,
2753,Ballyoukan
2756,Ballyroney
2757,Ballysillan
2761,Ballywalter
2762,Ballyward
2770,Balmerino
2780,
2788,
2524,Aunsby
2525,Auskerry
2529,
2530,Austrey
2534,Avebury Trusloe
2539,
2540,Avington
2541,Avington
2546,Avon Dassett
2547,Avon Industrial Estate
3062,Battlesbridge
3064,Baucott
3078,
3083,
3089,
3096,
3097,
3101,Beachlands
3105,Beacon
3109,
3270,Belmont
3274,Belstead
3276,Belthorn
3283,
3284,
3285,
3288,
3290,
3291,
3293,
3472,Biddulph Moor
3479,
3481,
3484,
3488,
3490,
3492,
3495,
3499,
3503,Billing Park
3367,Berwick
3374,Besford
3376,Bessacarr
3378,
3379,
3380,
3381,
3382,
3385,
3388,
2634,Badwell Ash
2635,Bag Enderby
2641,Baginton
2647,Bagley Marsh
2649,
2650,Bagnum
2652,Bagstone
2661,Bailrigg
2664,Bainshole
2665,Bainton
3663,Bishopton
3674,Bittadon
3679,
3680,
3681,
3684,
3686,
3688,
3691,
3694,
3248,
3249,
3252,Belle Vale
3253,Belle Vue
3257,Bellek
3259,
3260,Bellingham
3261,Bellochantuy
